rowid	mod-7	mod-12	mod-13	mod-14	mod-23	mod-109	mod-110	mod-111	mod-114	mod-127	mod-128	mod-131	CD34	CD68	CNP	GFAP	MBP	OLIG2	PC1
projid11652071	0.031182	0.038008	0.044370	0.065003	-0.026666	-0.042242	-0.037612	-0.075771	-0.056187	-0.018115	-0.101263	-0.022939	-0.017919	-0.076663	-0.057846	-0.023104	0.055787	-0.043640	-0.060367
projid11681508	0.014025	-0.015537	-0.005373	-0.011126	-0.050942	0.014282	0.038626	-0.015750	0.036341	-0.039415	-0.009840	-0.046004	0.008330	0.058273	0.071999	0.033548	0.040095	0.045757	0.027770
projid11697592	-0.015084	0.015711	-0.025235	-0.033457	0.035529	-0.007966	-0.011414	-0.018291	-0.006951	-0.012540	0.022404	0.001080	-0.116559	-0.034152	-0.026247	-0.003262	-0.028252	-0.059143	-0.032894
projid12365619	0.061700	-0.010471	-0.035197	-0.029845	-0.049022	0.046905	0.069731	0.018301	0.025312	-0.069542	-0.054054	-0.064778	0.069912	-0.012185	0.054976	0.020050	0.065141	0.026176	0.009899
projid1243685	0.058524	-0.012134	-0.055549	-0.003019	0.008429	0.053921	-0.033115	0.011409	0.035188	-0.034619	0.001669	-0.007213	-0.023073	-0.002612	-0.057683	-0.049150	-0.068111	-0.012805	-0.009117
projid14184286	-0.018376	-0.035116	-0.000990	-0.008654	-0.037948	-0.006289	0.078072	0.019767	0.005315	0.014707	-0.005566	-0.006924	0.095392	0.023003	0.088450	0.045662	0.089518	0.078916	0.028698
projid14498577	0.047872	0.059088	0.056108	0.055495	0.026780	-0.014954	-0.067411	-0.039924	-0.058730	-0.001648	-0.001999	0.002009	-0.019413	-0.017957	-0.083028	-0.046862	0.053322	-0.013928	-0.072650
projid15113169	-0.000576	0.006902	0.010189	0.016553	-0.036116	-0.006612	0.008824	-0.020080	0.017182	-0.019948	-0.020656	-0.025314	0.030699	-0.030364	0.038803	0.009734	0.002908	0.031218	0.005178
projid15114174	0.011144	0.004525	-0.006120	0.050008	0.003062	0.012567	-0.023188	-0.030108	0.028186	-0.032892	0.007877	0.002973	0.009543	0.026763	-0.041463	-0.074301	0.000021	-0.029515	-0.027469
projid15115927	0.013692	0.030201	0.031766	0.025439	0.005348	-0.023669	-0.041484	-0.041006	-0.002641	-0.004896	0.014513	-0.005021	0.016436	0.033554	-0.032925	0.003840	0.061228	-0.013125	-0.014684
projid15121461	0.020886	-0.037572	-0.025524	0.008823	-0.039377	0.050694	0.069056	0.045718	0.014455	0.001129	-0.014918	-0.005526	0.074215	0.033283	0.056091	0.033475	0.040733	0.057279	0.035520
projid15138884	-0.006398	0.015554	0.018589	0.046892	0.007199	-0.010563	-0.019368	-0.015069	-0.008084	-0.002442	-0.004043	0.013586	0.073266	0.001703	-0.022726	-0.041177	0.070322	0.021527	-0.018629
projid15144878	0.079929	-0.001704	-0.023386	-0.053702	-0.011927	0.031520	-0.007436	0.011555	-0.009184	-0.041613	-0.077465	-0.054132	0.019510	-0.055977	-0.038113	0.021925	0.013480	-0.023874	-0.023528
projid15161351	0.024533	0.056128	0.037876	-0.003814	0.028085	-0.021568	-0.026981	0.001424	-0.026584	0.017125	0.042846	0.015839	0.011791	-0.050549	0.014503	-0.032373	0.010819	0.046186	-0.023266
projid15176592	-0.046891	0.081733	0.058682	0.053354	0.070566	-0.102489	-0.063136	-0.094665	-0.050507	0.033133	-0.001356	0.052313	-0.048072	0.003496	-0.063663	0.032372	0.002272	-0.115597	-0.081241
projid15218541	0.017461	0.013086	0.001305	0.013605	0.003285	0.004148	0.005588	-0.011045	-0.003824	-0.001458	-0.019493	0.000041	-0.016504	-0.021952	-0.003390	0.046716	0.026782	-0.008034	-0.020299
projid15387421	-0.051510	0.022292	0.063348	0.039573	-0.003332	-0.067218	0.045720	-0.042691	-0.018646	-0.004227	0.017042	-0.010553	0.012671	-0.041126	0.088533	0.006079	0.043100	0.022457	-0.006778
projid15420223	0.028824	0.034474	0.006888	0.016331	0.017515	0.005846	-0.029945	-0.025176	-0.006758	-0.023317	0.005738	-0.003006	0.041055	0.002614	-0.017384	-0.007531	0.021146	0.020453	-0.023835
projid15495024	-0.005724	-0.066382	-0.066681	-0.012919	-0.030348	0.052099	0.077225	0.071739	0.047750	-0.008532	-0.024178	-0.003332	0.007246	0.047359	0.053297	0.005594	0.057977	0.109225	0.052532
projid15712086	-0.028856	0.005906	0.015801	-0.000218	0.035034	-0.022432	-0.021661	0.015239	-0.042878	0.045050	0.029786	0.046339	-0.012823	-0.003532	-0.005834	-0.029852	0.025323	0.038701	0.003705
projid15738428	-0.042629	0.009432	0.064086	0.017025	-0.022559	-0.051572	-0.007815	-0.042335	-0.021212	0.020521	-0.037371	-0.020116	-0.015765	-0.011467	-0.002963	-0.064045	0.047347	-0.040320	-0.009184
projid15844425	-0.044404	0.047434	0.026160	0.044956	0.056070	-0.044729	-0.073158	-0.028130	-0.030238	0.026288	0.024886	0.049338	-0.025945	-0.009702	-0.054190	-0.030756	-0.051027	-0.021486	-0.043320
projid16513683	0.014908	-0.054146	-0.059293	-0.042288	-0.032329	0.058841	0.038937	0.037727	0.055322	-0.038599	-0.008346	-0.023688	0.054439	0.055912	0.038029	0.025284	0.016865	-0.016185	0.045794
projid17219510	0.012038	-0.011023	-0.009554	-0.017445	-0.041629	-0.007030	0.001121	-0.027185	0.055001	-0.049308	-0.035799	-0.035525	0.015010	0.061441	0.015624	0.092930	-0.010502	-0.063365	0.014628
projid17929065	-0.028982	-0.003945	-0.027344	0.015868	0.023616	-0.015033	-0.006514	0.000690	-0.009003	0.004924	-0.011277	0.025860	0.029143	0.008807	-0.032758	0.014515	0.046348	-0.069727	-0.015896
projid18414513	0.042404	-0.021969	-0.047557	-0.033805	-0.050462	0.043321	0.028215	0.019606	0.036434	-0.075657	-0.061370	-0.078839	0.004589	-0.065297	0.012858	0.039355	-0.005259	0.022117	0.016035
projid20102505	0.051876	0.007522	-0.003374	-0.084885	-0.007047	0.011592	0.059208	0.006814	-0.042445	-0.033987	-0.015895	-0.042581	-0.028241	-0.039166	0.062581	-0.029327	0.010056	0.022727	-0.014278
projid20104101	-0.011999	-0.034009	-0.017849	-0.039097	-0.045540	0.014711	0.033113	0.034152	0.035082	-0.021625	-0.022714	-0.046039	0.046110	-0.002855	0.043143	0.023980	0.012677	0.015457	0.043022
projid20105242	-0.036828	-0.010809	-0.011703	-0.025782	0.066347	0.011386	-0.008826	0.045114	-0.035033	0.059165	0.061257	0.066480	-0.008830	0.004682	-0.018192	-0.077626	-0.020159	0.014438	0.001922
projid20115276	-0.080717	-0.022232	0.008624	0.032966	0.027822	-0.035857	-0.016687	0.000398	0.005684	0.049718	0.014756	0.065050	0.003975	0.027229	-0.025047	0.058095	-0.054580	0.015220	0.013611
projid20120255	0.015985	0.011110	0.034347	0.012368	0.016279	-0.027131	0.019085	0.011476	-0.054775	0.040399	0.006283	0.028339	0.022699	0.005754	0.029608	0.023370	-0.020260	-0.006303	-0.024667
projid20124321	0.027170	-0.007813	-0.024418	-0.011740	-0.013343	0.028972	0.023764	0.015649	0.017637	-0.023974	-0.011492	-0.029920	-0.011672	-0.037907	0.015249	0.016385	0.015561	0.046254	0.010380
projid20139562	0.008146	-0.033685	-0.047716	-0.036390	-0.007367	0.045639	0.024172	0.048664	0.030937	-0.030303	-0.007735	-0.015714	0.009088	0.051589	0.005822	0.079892	0.010463	0.024640	0.030507
projid20139850	0.021348	0.034771	0.020658	0.041454	0.009794	-0.015256	-0.053028	-0.049937	-0.020968	-0.010159	-0.041522	0.004114	-0.037326	-0.023203	-0.083118	-0.044533	-0.047595	-0.027017	-0.049407
projid20143248	0.031894	-0.061830	-0.048743	-0.082300	-0.032318	0.084261	0.103436	0.084628	0.024059	0.001318	0.028433	-0.028373	0.065633	-0.036442	0.063903	-0.038117	-0.003330	0.068937	0.047754
projid20147026	0.003376	0.096071	0.087564	0.091371	0.059024	-0.074002	-0.057509	-0.090833	-0.078351	0.039476	0.020825	0.045187	-0.107221	0.007235	-0.025766	-0.037880	-0.055249	-0.081461	-0.080077
projid20147440	0.103843	0.002369	-0.008869	-0.049236	-0.035350	0.058015	0.040789	-0.005275	-0.008064	-0.061453	-0.056253	-0.067219	0.013003	-0.060884	0.031269	-0.006428	0.014008	0.049412	-0.011496
projid20148879	0.029046	0.035692	0.010466	0.006244	0.028435	0.001076	-0.028679	-0.019601	-0.005000	0.003529	0.034641	0.012604	-0.057544	-0.032553	-0.015611	-0.063330	-0.040712	-0.008253	-0.029914
projid20149910	-0.021469	-0.007921	0.016080	-0.000953	0.001123	-0.004707	-0.038918	0.003756	-0.017938	0.045911	-0.003218	0.026324	-0.035751	0.003430	-0.054555	-0.012966	-0.033106	-0.052751	-0.003306
projid20151388	0.045174	0.031590	0.015417	-0.036418	-0.015932	0.008552	0.034768	-0.031836	0.004882	-0.060401	-0.009018	-0.054803	-0.017187	-0.055292	0.067888	0.030939	0.018480	0.027268	-0.010955
projid20152393	-0.012538	0.047915	0.047761	0.048954	0.043962	-0.036857	-0.002371	-0.022516	-0.043189	0.026625	0.070424	0.037251	-0.017393	-0.036046	0.005089	-0.035289	-0.006365	0.018644	-0.036000
projid20154287	-0.025572	-0.002353	0.024356	0.022203	-0.012381	-0.036890	0.003200	-0.024448	-0.006850	0.016380	-0.008748	0.001846	-0.070032	0.022457	-0.010831	-0.012820	0.003259	-0.011855	-0.005257
projid20156469	0.082374	-0.026783	-0.060447	-0.018659	-0.068099	0.060095	0.032993	-0.012795	0.039006	-0.109366	-0.111132	-0.093515	0.038948	0.017970	-0.016097	0.026086	0.038384	0.004153	0.001363
projid20171508	0.094226	0.021155	-0.044246	-0.005847	-0.009911	0.052808	0.015951	-0.025812	0.027416	-0.099763	-0.060689	-0.058796	0.054006	-0.040296	-0.010575	-0.041900	-0.007922	0.022730	-0.035850
projid20173942	-0.008409	-0.021074	-0.047252	0.021721	0.030721	0.036049	0.026809	0.040482	0.008194	0.021625	-0.003918	0.042413	0.034198	0.062828	-0.015192	-0.008874	0.005345	-0.016884	-0.003854
projid20174533	0.029743	-0.076041	-0.055045	-0.055216	-0.073794	0.096251	0.063786	0.076444	0.048397	-0.032394	-0.039706	-0.047805	0.043167	0.032694	0.022058	-0.012771	0.062221	0.035641	0.074499
projid20177982	0.047989	0.021907	-0.004224	0.031656	-0.014431	-0.007828	0.008747	-0.042347	-0.026143	-0.044502	-0.090947	-0.037026	-0.002656	-0.055986	-0.022917	-0.072861	0.078177	-0.034023	-0.052498
projid20178447	-0.023172	-0.029501	-0.019106	0.010769	-0.000141	0.001708	0.038827	0.015409	-0.002081	0.027301	-0.007257	0.020529	-0.002328	0.104552	0.021797	-0.017183	0.048534	0.031749	0.016188
projid20179164	0.045394	-0.010922	-0.017023	-0.024904	-0.011407	0.025877	-0.018818	0.017040	0.006255	-0.024673	-0.010951	-0.031427	-0.009629	-0.037279	-0.026069	0.020547	-0.028421	-0.006097	0.006382
projid20185860	0.018931	0.096826	0.072907	0.036677	0.045594	-0.098016	-0.064693	-0.099358	-0.095128	0.007884	-0.057164	0.000668	-0.113657	-0.069630	-0.065448	-0.015416	0.013529	-0.072764	-0.098916
projid20187042	0.097542	-0.013029	-0.046553	-0.033171	-0.019320	0.043815	0.017612	0.003377	-0.002258	-0.057225	-0.087020	-0.056650	-0.034748	-0.081353	-0.018284	0.006574	0.029370	-0.046102	-0.029971
projid20195344	-0.020417	-0.005412	-0.002998	-0.006964	-0.000358	-0.005329	0.070855	0.032957	-0.022434	0.014333	-0.001091	0.007094	-0.008451	0.012365	0.068768	-0.007817	0.060415	0.060583	0.013604
projid20197364	0.025614	-0.041199	-0.044369	0.009291	-0.014113	0.035258	0.014463	0.021207	0.022060	-0.015830	-0.066730	-0.001761	0.078844	-0.003232	-0.012498	-0.051654	-0.014090	-0.004830	-0.007546
projid20201189	0.004450	-0.031043	-0.023632	-0.019011	-0.026528	0.027527	0.012066	0.006573	0.025684	-0.023305	-0.040315	-0.016209	0.026889	0.102088	-0.004890	0.029196	0.032297	-0.028788	0.025882
projid20201927	0.002003	-0.022616	-0.056903	0.008110	-0.010966	0.022974	-0.028587	-0.023628	0.055119	-0.067717	-0.028754	-0.024415	-0.126329	0.043547	-0.038113	-0.008071	-0.036374	0.014117	-0.007312
projid20204538	0.095831	0.016674	-0.023906	0.009138	-0.018266	0.046910	-0.010359	-0.037455	0.015067	-0.074086	-0.053483	-0.057980	-0.026481	-0.032072	-0.039831	0.027034	0.006923	-0.029278	-0.040897
projid20205705	-0.009101	-0.002862	0.003758	-0.015133	-0.001233	0.003237	0.048137	0.001802	0.000510	-0.000123	-0.014007	0.004049	0.036265	-0.057237	0.051196	-0.015349	0.008386	0.024747	0.001548
projid20207013	-0.038444	-0.079843	-0.037137	-0.052376	-0.024130	0.050378	0.060211	0.106757	-0.003789	0.044826	-0.020063	0.012799	0.094287	-0.007669	0.034662	-0.009504	-0.006832	0.024779	0.068779
projid20221273	0.031580	0.099158	0.065162	0.035498	0.001515	-0.064534	-0.031590	-0.108484	-0.032803	-0.040099	-0.033315	-0.038128	-0.108281	-0.026100	-0.002513	-0.023223	-0.018310	-0.035701	-0.082190
projid20225925	-0.020889	0.091644	0.064771	0.080162	0.096044	-0.064487	-0.020800	-0.045696	-0.091575	0.072505	0.059404	0.075563	-0.024912	-0.028840	-0.017943	-0.021148	0.066480	-0.021824	-0.079194
projid20232474	-0.036422	-0.006895	0.032534	0.019838	0.009430	-0.014324	0.014113	0.011317	-0.033041	0.046658	0.022961	0.032864	-0.021124	0.013708	0.006278	0.018093	0.045537	0.035397	0.002913
projid20233939	-0.003246	-0.079566	-0.061947	-0.082771	-0.079385	0.077640	0.084284	0.077201	0.060158	-0.052861	-0.034901	-0.074129	0.001538	0.015665	0.071251	0.007201	0.039323	0.082204	0.091498
projid20240514	-0.071258	-0.017992	0.020244	-0.026147	0.019580	-0.035492	-0.006285	0.020423	-0.021809	0.058045	0.032322	0.024913	-0.071424	-0.012950	-0.021246	-0.030089	-0.009326	-0.026194	0.016767
projid20242958	-0.030246	0.001142	0.032585	0.018773	-0.009366	-0.011957	0.036593	0.012252	-0.041795	0.041245	0.003357	0.011267	0.017821	-0.009297	0.034863	-0.034714	0.030808	0.035735	0.005585
projid20244554	0.083242	0.086220	0.034445	0.011365	-0.001674	-0.031070	-0.059527	-0.088302	-0.019227	-0.068494	-0.034315	-0.042523	-0.041186	-0.019392	-0.044749	0.024961	-0.028114	-0.021592	-0.068646
projid20249897	-0.010429	0.031854	0.015434	0.024838	0.032036	-0.025505	0.021751	-0.024031	-0.056268	0.011965	-0.031787	0.024885	-0.093779	-0.048493	-0.000942	0.002009	0.049930	-0.016333	-0.046447
projid20251553	-0.030237	-0.024669	-0.004075	-0.014589	-0.012475	-0.008017	0.071855	0.040203	-0.014458	0.024597	-0.009711	0.013438	0.046243	0.033178	0.052306	0.015324	0.105571	0.047376	0.026094
projid20252720	0.023525	0.050158	0.024412	0.011597	0.003289	-0.014893	-0.032733	-0.039729	-0.028947	-0.005773	-0.012093	-0.014315	-0.008754	-0.025808	-0.031320	-0.029205	-0.020464	0.006759	-0.027607
projid20254164	0.012152	-0.017172	-0.019141	-0.029959	-0.002073	0.036516	-0.027587	0.047858	0.009289	-0.002072	0.034186	-0.006053	0.016082	0.061252	-0.010296	0.004650	-0.041688	-0.004698	0.040337
projid20254876	0.057262	-0.052658	-0.080196	-0.068321	-0.040456	0.078102	0.056036	0.074370	0.056410	-0.034643	-0.028051	-0.033473	0.025353	0.049558	0.047940	0.045664	-0.002567	0.049268	0.055876
projid20254902	-0.014132	-0.020971	0.002723	-0.014956	-0.009427	0.011432	0.073691	0.028535	0.010794	0.017841	0.038613	0.001486	0.055812	0.027712	0.095124	0.000987	-0.007817	0.059404	0.038559
projid20260284	0.013899	-0.047751	-0.024735	-0.037287	-0.055380	0.039339	0.036389	0.029981	0.035708	-0.034314	-0.051127	-0.049532	0.026713	-0.009397	0.030674	-0.002028	-0.015710	0.036340	0.038622
projid20260734	0.044802	-0.052555	-0.059784	-0.077534	-0.072846	0.085361	0.079866	0.074570	0.046271	-0.069530	-0.045029	-0.082914	0.057239	-0.052505	0.050033	-0.003810	0.048821	0.099124	0.060295
projid20261901	-0.068111	-0.018526	0.036509	-0.010790	0.030240	-0.032942	-0.039158	0.022056	0.022174	0.079458	0.155430	0.044874	-0.002061	-0.005890	0.020676	-0.008038	-0.060985	-0.017310	0.041093
projid20263921	0.000733	-0.069538	-0.042168	-0.057655	-0.055578	0.071222	0.081813	0.068243	0.049084	-0.033848	-0.009535	-0.045680	0.024235	-0.006060	0.042665	0.023337	0.012112	0.074840	0.068149
projid20264936	0.082861	0.029154	-0.001477	0.059443	0.011727	0.023024	-0.048094	-0.019541	-0.032619	-0.021121	-0.049760	0.000099	-0.004669	-0.010111	-0.114780	-0.058172	-0.000926	-0.024530	-0.064836
projid20267709	-0.068609	-0.087215	-0.102382	-0.080062	-0.052233	-0.004020	0.031512	0.052650	0.115120	0.004063	-0.041569	-0.025568	0.001133	0.080562	0.037058	0.108097	-0.053861	0.048995	0.095390
projid20270768	-0.027531	0.029719	0.004047	0.005236	0.048152	-0.034346	-0.040968	-0.027102	0.003413	0.010553	0.054579	0.026645	-0.126906	0.035691	-0.060202	0.012143	-0.029610	-0.058746	-0.020473
projid20270920	0.026668	0.073388	0.054756	0.082337	0.056545	-0.049942	-0.064205	-0.074109	-0.053028	0.008408	0.034997	0.046099	-0.039932	-0.062788	-0.052801	-0.070884	0.006894	-0.029728	-0.079259
projid20271359	-0.016247	0.046743	0.024969	0.050865	0.068059	-0.039136	-0.014690	-0.009791	-0.052968	0.058876	0.062447	0.068876	0.015891	-0.013928	-0.011761	-0.021889	0.036979	0.022490	-0.042551
projid20275399	0.046317	-0.002813	-0.010229	-0.003338	-0.023454	0.028620	0.029202	0.019591	0.004321	-0.005072	-0.025413	-0.015139	-0.008908	-0.020959	0.029228	-0.000035	0.003044	0.049961	0.010439
projid20280666	-0.019561	-0.031052	-0.016245	-0.034976	-0.011504	-0.003068	-0.024528	0.015614	0.043404	-0.012683	-0.006603	-0.019533	-0.021226	0.013393	0.004477	0.048573	-0.098851	-0.021601	0.025924
projid20297791	0.012552	0.031663	0.017856	-0.014276	0.008846	-0.027397	-0.007707	-0.006853	-0.029950	0.031859	0.003255	0.011499	-0.004420	-0.013234	0.034595	-0.006514	-0.054962	0.011770	-0.002054
projid20299973	0.031309	-0.030928	-0.023411	-0.015225	-0.019039	0.052880	0.047449	0.022995	0.024915	-0.025429	-0.002392	-0.009375	0.077989	-0.006006	0.003593	0.002512	0.041536	0.026791	0.016716
projid20311676	-0.038852	0.008613	0.056464	0.041888	-0.011532	-0.044297	-0.005715	-0.024120	-0.015330	0.034422	-0.007573	0.019536	0.002162	-0.021654	0.028351	-0.081991	-0.023052	0.000277	-0.008035
projid20344143	0.093538	-0.004998	-0.050635	-0.009419	-0.024499	0.061941	0.017808	-0.034088	0.049238	-0.097751	-0.039358	-0.061211	0.089735	0.023375	0.024872	-0.050466	0.015286	0.047350	-0.011066
projid20358955	-0.016481	0.052328	0.063635	0.081869	0.050191	-0.050947	-0.049555	-0.065398	-0.050246	0.023032	0.035379	0.056509	-0.030514	-0.036884	-0.072024	-0.033015	0.041620	-0.040220	-0.066029
projid20365116	-0.058356	-0.084759	-0.017211	-0.025009	-0.064570	0.003367	0.021267	0.045530	0.055155	0.022900	-0.017723	-0.002556	0.077548	0.140490	0.040430	0.085800	-0.021520	0.006252	0.083175
projid20376029	-0.018135	-0.082228	-0.079847	-0.032037	-0.054182	0.015626	0.013559	0.010215	0.074779	-0.055157	-0.076637	-0.042506	0.020041	0.087256	0.007241	0.024627	0.007065	-0.030320	0.042833
projid20390027	0.052452	-0.045329	-0.108510	-0.032010	-0.009746	0.094098	0.058090	0.058033	0.062161	-0.050171	-0.029695	-0.017081	0.068556	0.094038	-0.001225	0.014110	0.051041	0.079606	0.030105
projid20399274	-0.038254	-0.043358	-0.028657	-0.066824	0.028833	0.015406	0.009792	0.054348	-0.004756	0.026484	0.032198	0.015717	-0.096725	0.019787	-0.014816	0.039479	-0.005556	-0.007310	0.026555
projid20416210	0.032214	0.028541	0.018206	0.002181	0.002516	0.017194	-0.028290	-0.022924	0.011747	-0.033486	0.028898	-0.020941	0.051634	-0.016503	-0.026523	-0.022974	0.008475	-0.001138	-0.008501
projid20431359	-0.001005	-0.109718	-0.093787	-0.092494	-0.065292	0.118740	0.047579	0.124690	0.097933	-0.008519	0.033638	-0.053995	-0.022627	-0.028402	0.026628	-0.023133	-0.016464	0.042557	0.106212
projid20453625	0.021459	0.042121	0.029884	0.075053	0.027692	-0.011657	-0.000154	-0.039547	-0.044068	0.000137	-0.000872	0.031603	0.017295	-0.018227	-0.001912	-0.058382	0.018597	0.002035	-0.054720
projid20455807	0.091137	-0.007788	-0.034399	-0.055195	-0.076137	0.030462	0.052373	0.015970	0.051925	-0.066968	-0.041420	-0.086643	-0.009604	0.003187	0.079486	0.084652	0.013002	0.014896	0.034061
projid20487369	0.096207	0.011517	-0.021860	0.000604	0.013260	0.035827	-0.035109	-0.022894	0.011082	-0.054571	-0.007658	-0.013066	0.071237	-0.006395	-0.037169	-0.021059	-0.016980	0.032481	-0.037507
projid20494368	-0.038731	-0.000493	0.008374	0.019841	-0.013538	-0.013996	-0.020081	-0.003734	0.008055	0.008421	-0.005024	0.008337	-0.007043	0.030491	-0.016264	-0.038329	-0.019297	0.042981	0.017366
projid20500815	-0.054647	0.042758	-0.007114	0.069267	0.102909	-0.085160	-0.124183	-0.077365	0.004197	0.040476	0.042479	0.104057	-0.042905	0.043343	-0.127302	-0.010293	-0.086170	-0.160373	-0.064570
projid20501668	-0.002101	-0.016830	-0.029878	-0.022693	0.017893	0.005487	-0.018450	0.022535	0.012857	0.001187	0.019610	0.010980	-0.019691	0.021635	-0.024792	0.020845	-0.006450	-0.035800	0.005837
projid20504017	0.004313	-0.009015	0.001055	-0.023242	0.038822	0.018423	-0.003956	0.053009	-0.030798	0.044666	0.065977	0.041163	0.017695	-0.019901	0.016677	0.003743	0.030890	-0.010455	0.020376
projid20521752	-0.038893	0.015632	0.032986	0.002610	0.006461	-0.019468	-0.040525	-0.011662	-0.013567	0.011679	-0.025885	0.007301	-0.020292	-0.001960	-0.033925	0.052224	-0.032979	0.000928	-0.009466
projid20532115	-0.056407	-0.021772	0.019683	-0.003790	0.011995	-0.011461	0.007307	0.047127	-0.034216	0.065085	0.021627	0.046126	0.073574	-0.015327	0.015204	-0.082259	0.045241	0.000669	0.022363
projid20559562	0.023092	0.029768	0.023129	0.012603	-0.030923	-0.005828	0.002200	-0.043983	0.009826	-0.033284	0.005592	-0.036156	0.009946	-0.018265	0.024688	-0.016010	-0.020745	0.033525	-0.007774
projid20561642	0.048817	-0.072263	-0.064498	-0.042025	-0.055843	0.057033	0.100755	0.048317	0.057352	-0.040143	-0.018500	-0.035834	0.052473	0.046299	0.071000	0.016757	0.064176	0.043552	0.042522
projid20569910	-0.014743	-0.014959	-0.041300	-0.024793	0.021586	0.012523	-0.008326	0.026065	0.020097	-0.005278	0.011851	0.007852	-0.070246	0.040677	-0.029914	0.026920	-0.004844	0.021293	0.010197
projid20583594	-0.005860	0.065019	0.052196	-0.000902	0.069910	-0.033154	-0.049290	-0.027883	-0.060494	0.040156	0.094777	0.037870	-0.019469	-0.006830	-0.023576	-0.062274	-0.052884	-0.019000	-0.036331
projid20584923	0.046692	-0.074819	-0.101485	-0.091698	-0.058462	0.100994	0.049960	0.089044	0.073038	-0.072648	-0.040520	-0.070704	0.025013	0.016046	0.036677	0.053224	0.027609	0.039430	0.074456
projid20594407	-0.045428	0.040168	0.062385	0.040727	0.059223	-0.044479	-0.020214	-0.010376	-0.069916	0.072788	0.075181	0.066059	-0.063919	-0.014556	0.013115	-0.028967	-0.026909	-0.019030	-0.028160
projid20602974	0.026232	0.053740	0.052030	0.042917	-0.008653	-0.054186	-0.042277	-0.082791	-0.015784	-0.013337	-0.026076	-0.012776	-0.016547	-0.014669	-0.026695	-0.006026	-0.018634	-0.023240	-0.044142
projid20603141	0.068547	-0.067607	-0.077948	-0.050535	-0.049752	0.094504	0.028925	0.039978	0.058188	-0.066394	-0.063319	-0.046195	0.109401	0.052126	-0.008515	-0.014633	-0.042958	0.049715	0.039508
projid20610726	-0.059578	0.008049	0.036163	0.023137	0.043471	-0.016125	0.067812	0.020157	-0.055787	0.088841	0.096603	0.062561	0.000330	-0.009685	0.086441	-0.055344	0.093903	0.040519	0.006106
projid20611993	-0.069090	-0.008113	0.028588	0.026201	0.014113	-0.017021	-0.029151	0.030291	-0.043420	0.076055	0.015044	0.042433	0.011219	0.028206	-0.024170	0.055049	-0.001231	0.002218	0.013887
projid20630946	0.012074	0.042774	0.036104	0.076569	0.014714	-0.015128	-0.023604	-0.046008	-0.030893	-0.006712	-0.019433	0.023577	0.002311	-0.041837	-0.038278	-0.055512	-0.000235	-0.007987	-0.048081
projid20646778	-0.001282	0.002729	-0.017699	0.045890	0.001443	0.008202	0.020625	-0.007161	0.024249	-0.013197	0.013002	0.006224	-0.004663	0.018191	0.013351	0.001262	0.055165	0.028613	-0.017864
projid20656964	0.018873	0.031537	0.021087	-0.026156	0.030101	0.013729	-0.038033	0.007761	-0.031102	0.007410	0.035331	-0.000472	0.023470	-0.004868	-0.029422	-0.009333	-0.054173	-0.006803	-0.003986
projid20665307	-0.057355	0.027148	0.034045	0.004547	0.060480	-0.026688	0.018258	0.021998	-0.062509	0.084646	0.065918	0.072903	0.030702	0.028523	0.032542	-0.021133	0.025171	0.022518	0.001001
projid20674902	-0.025837	-0.061052	-0.022178	-0.025236	-0.013697	0.023506	0.056975	0.071886	-0.002018	0.052152	0.011656	0.031854	0.055735	-0.054236	0.070054	0.073241	0.035827	0.008090	0.048501
projid20683921	-0.041276	-0.021638	-0.051547	-0.030792	-0.009193	-0.006804	-0.032123	-0.018455	0.039344	-0.022665	-0.021606	-0.010185	-0.020802	0.111756	-0.043325	0.019567	-0.035889	0.021074	0.009478
projid20706215	-0.047219	-0.106014	-0.067397	-0.112330	-0.098027	0.059481	0.065078	0.098041	0.063149	-0.004796	-0.031953	-0.078115	0.047890	0.074249	0.037929	0.022179	0.038012	0.043866	0.121060
projid20726273	-0.029119	-0.001757	-0.001509	-0.012307	0.020495	-0.002705	0.016859	0.012121	-0.002622	0.019245	0.033129	0.026232	-0.002577	-0.006199	0.022228	0.010434	-0.008490	0.029557	0.009909
projid20730959	0.030477	0.021970	-0.006862	0.019342	-0.011785	-0.000028	-0.014179	-0.032922	-0.002098	-0.034250	-0.045819	-0.029791	-0.030707	0.013894	-0.021143	-0.015157	-0.019245	0.012332	-0.028573
projid20767628	-0.065030	0.096569	0.107382	0.143383	0.126220	-0.102507	-0.036373	-0.065452	-0.103955	0.134334	0.160590	0.142711	-0.009729	-0.064800	-0.038091	-0.137471	0.024978	-0.028198	-0.100483
projid20774339	0.038446	0.026209	0.022485	0.004711	0.016480	0.012850	-0.005412	0.019038	-0.038505	0.029586	0.010266	0.021527	-0.001000	-0.069131	-0.011139	-0.030747	0.012704	0.021179	-0.015945
projid20779834	-0.121003	-0.057534	-0.009561	-0.047939	-0.053212	-0.024853	0.006429	0.078452	0.053652	0.028812	-0.006288	-0.024919	-0.079734	0.009816	0.019063	-0.034885	-0.021757	-0.057571	0.097793
projid20780035	0.041635	-0.068581	-0.088423	-0.056077	-0.042896	0.083277	0.030021	0.066733	0.062742	-0.059080	-0.041507	-0.057762	0.011679	-0.047477	0.039304	0.002368	0.015952	0.024995	0.050870
