rowid	mod-7	mod-12	mod-13	mod-14	mod-23	mod-109	mod-110	mod-111	mod-114	mod-127	mod-128	mod-131	CD34	CD68	CNP	GFAP	MBP	OLIG2	PC1
projid50101785	-0.014977	0.025909	0.029895	0.043610	0.020502	-0.022410	-0.001644	-0.040651	-0.019657	0.020361	0.026835	0.041401	-0.007637	0.017161	-0.007432	-0.013450	-0.020724	-0.013140	-0.027008
projid50102088	0.026906	-0.058623	-0.009616	-0.046613	-0.033616	0.077502	0.024929	0.063392	0.028026	0.010914	0.050592	-0.018925	0.019272	0.011622	0.021185	-0.008096	-0.016470	0.019622	0.068284
projid50102240	0.007814	-0.007513	-0.000219	0.019582	-0.031613	0.013572	-0.007539	-0.017445	0.015426	-0.028392	-0.039182	-0.031131	-0.046560	0.018027	-0.048758	-0.004265	0.053173	-0.012105	0.007626
projid50102376	-0.062361	0.029002	0.001131	0.080016	0.070766	-0.095786	-0.063613	-0.060825	-0.007862	0.060948	0.019610	0.080453	-0.042378	0.067531	-0.099625	0.038208	-0.034009	-0.136445	-0.054778
projid50102952	0.082952	0.003877	-0.056456	0.006325	0.010098	0.052297	-0.038316	-0.008978	0.041656	-0.045679	0.009152	-0.012088	0.003799	-0.022278	-0.085958	-0.072552	-0.082535	-0.025911	-0.026661
projid50103129	0.023224	0.008720	-0.041025	0.028787	0.031070	0.015954	-0.089676	-0.044574	0.061416	-0.049118	0.025976	0.005859	-0.017449	-0.014223	-0.108083	0.003429	-0.119754	-0.072240	-0.043455
projid50104008	0.013932	0.030862	-0.010057	-0.003892	-0.017595	-0.051969	-0.026852	-0.060294	0.022821	-0.030842	-0.090945	-0.037015	-0.062125	0.052832	-0.010203	0.034671	-0.030125	-0.048146	-0.022282
projid50104134	0.008943	-0.032058	-0.014395	-0.009549	-0.059249	0.036316	0.053857	0.027516	0.014998	-0.027401	-0.040813	-0.041259	0.070761	-0.040350	0.045708	0.008887	0.040485	0.062210	0.038760
projid50104684	-0.046904	0.057094	0.054125	0.020423	0.074870	-0.054737	-0.042371	-0.033431	-0.059951	0.068036	0.113094	0.058621	-0.018999	0.014792	-0.018543	-0.065494	0.019179	-0.035361	-0.035971
projid50104846	0.052951	0.008066	-0.019893	0.004243	-0.047744	-0.000953	-0.011180	-0.077033	0.023699	-0.100890	-0.125520	-0.080945	-0.044181	-0.047220	-0.013801	0.029538	-0.000057	-0.053598	-0.030673
projid50105437	-0.032052	0.041027	0.097122	0.071467	0.013377	-0.067230	-0.025558	-0.071015	-0.037646	0.023549	0.023389	0.031300	-0.046120	-0.051614	0.002739	-0.110511	0.009809	-0.010510	-0.045067
projid50105699	-0.041394	-0.024953	-0.008107	-0.001682	-0.031705	0.001430	0.018175	0.009873	0.018718	0.011564	-0.015788	-0.002592	0.032404	0.079777	0.042284	0.043900	-0.028090	0.006900	0.032446
projid50105725	0.118617	0.072216	0.030447	-0.008877	0.008935	0.018402	-0.050909	-0.057142	0.013164	-0.058415	0.060319	-0.043993	-0.022750	-0.063897	-0.013029	-0.034025	-0.099456	-0.004040	-0.039434
projid50105987	-0.054512	-0.005378	0.032727	0.033773	-0.002703	-0.031438	0.053742	0.004240	-0.040463	0.041734	-0.000456	0.031067	0.031427	-0.000398	0.074005	-0.005301	0.063388	0.056280	0.004082
projid50106280	-0.064122	0.025209	0.002970	0.019675	0.063843	-0.049972	-0.046011	-0.003292	-0.013512	0.048372	0.031430	0.061153	-0.041373	0.032130	-0.021617	0.002833	-0.007767	0.009281	-0.005236
projid50106578	-0.061265	0.070746	0.082342	0.069459	0.102698	-0.095378	0.003990	-0.031363	-0.125363	0.122922	0.037333	0.144906	-0.013478	-0.095882	0.016155	-0.005783	-0.028321	-0.038773	-0.075422
projid50106730	0.017964	0.068086	0.064469	0.054478	0.116925	-0.044554	-0.117675	-0.044531	-0.074331	0.067627	0.119479	0.094179	0.019203	0.006827	-0.109183	-0.050041	-0.093256	-0.093876	-0.071012
projid50106992	0.063948	-0.002752	-0.012739	0.012515	-0.017640	0.014455	0.010125	0.008568	-0.014073	-0.000083	-0.050384	-0.014374	0.006638	-0.075956	-0.009482	-0.064180	0.078306	0.037177	-0.026105
projid50107583	-0.016219	-0.021465	-0.049961	-0.032802	-0.012006	-0.043426	-0.034857	-0.029892	0.076705	-0.036171	-0.036870	-0.024095	-0.031755	0.070222	-0.012279	0.075653	-0.103173	-0.026094	0.020525
projid50107619	0.032436	-0.021003	-0.039021	-0.009062	-0.022698	0.039170	-0.015247	-0.005361	0.041724	-0.059022	-0.043438	-0.034655	0.009101	0.054371	-0.011037	0.031137	-0.039525	-0.000410	0.013729
projid50107745	0.004490	0.010597	-0.068390	0.007410	0.026690	-0.011698	-0.074397	-0.061407	0.067724	-0.073091	-0.009376	-0.001539	-0.094213	0.063710	-0.067822	0.072370	-0.094376	-0.130860	-0.028913
projid50107871	0.035767	-0.025304	-0.046824	0.004293	0.017920	0.057006	0.030910	0.034181	0.005630	-0.009953	-0.020325	0.013776	-0.013942	0.004965	-0.041842	-0.021117	0.063025	0.046670	-0.008537
projid50107907	-0.005889	0.055379	0.030593	0.059428	0.025502	-0.041588	-0.044560	-0.061469	-0.047650	-0.006958	-0.008463	0.000466	-0.106756	-0.039714	-0.059159	-0.085455	0.044321	-0.055090	-0.067071
projid50108048	-0.023283	-0.048892	0.001189	-0.092593	-0.065696	0.037664	0.051720	0.060049	0.033637	0.004369	0.038123	-0.060480	-0.004021	-0.013997	0.050792	-0.024959	-0.014671	0.094525	0.091559
projid50108200	-0.023004	-0.085233	-0.030550	-0.102915	-0.075222	0.052643	0.106835	0.094286	0.036658	-0.001973	0.007689	-0.058820	0.024825	-0.043173	0.094481	-0.015474	0.071234	0.052667	0.100077
projid50108462	0.004061	-0.023622	-0.028554	0.001497	-0.006196	0.026123	0.039324	0.042854	-0.003558	-0.011859	-0.020667	0.011563	0.045142	0.058854	0.040027	-0.002641	0.041580	0.024381	0.015081
projid50108598	0.008139	0.008628	0.000238	-0.057257	-0.027354	0.024327	-0.010228	0.035448	-0.016381	-0.029453	-0.020437	-0.063741	-0.037657	-0.057691	0.008281	-0.007337	-0.011921	0.044487	0.029817
projid50108886	0.023215	0.079168	0.033454	0.097054	0.117885	-0.052406	-0.041691	-0.059575	-0.077448	0.056945	0.065132	0.111147	-0.001426	-0.010682	-0.029738	-0.036767	-0.008213	-0.049387	-0.108469
projid50108912	-0.007195	0.038100	0.047780	0.021414	0.024440	-0.023647	0.024971	-0.021259	-0.048814	0.019726	0.035174	0.020703	-0.029326	-0.038667	0.046380	0.009051	0.048591	0.032511	-0.024869
projid50109189	-0.074071	0.025763	0.040202	0.060358	0.063298	-0.055228	-0.075963	-0.033641	-0.004372	0.072458	0.097984	0.080699	-0.068467	0.018453	-0.051297	-0.004125	0.014792	-0.030527	-0.015539
projid50109477	0.022688	0.002985	0.001700	-0.001563	-0.027232	-0.006337	0.091382	0.006579	-0.015272	-0.025708	-0.036657	-0.031048	-0.021366	-0.058264	0.096517	0.018638	0.089589	0.074078	-0.002313
projid50109927	-0.008424	0.027829	0.036930	0.017108	0.019818	-0.019635	-0.008609	-0.019034	-0.033321	0.033878	0.021214	0.027366	-0.006086	-0.003766	0.011752	-0.013853	0.012051	-0.000429	-0.012850
projid50197261	-0.037763	0.027737	0.018129	0.033404	0.051628	-0.035782	-0.081782	-0.030776	-0.003475	0.025199	0.040348	0.051993	0.004691	-0.008069	-0.077191	-0.039268	0.039500	-0.120408	-0.018562
projid50300408	0.044415	-0.015891	-0.035960	-0.020504	0.014190	0.054779	0.004603	0.022746	0.014195	-0.014922	0.014302	-0.002751	0.005503	-0.042062	-0.043020	-0.007657	0.090975	0.006813	-0.000442
projid50300822	-0.017577	0.032260	0.038437	0.050116	0.028449	-0.036076	-0.037581	-0.050607	-0.011648	0.008533	0.052388	0.026816	-0.047082	0.034906	-0.030612	0.021866	-0.000926	0.025989	-0.028162
projid50301099	-0.061464	-0.103141	-0.059634	-0.075898	-0.073340	-0.001742	0.013989	0.045605	0.072742	-0.004304	-0.101900	-0.050447	0.068874	0.070637	0.016419	0.049544	-0.015091	-0.079547	0.081749
projid50301387	-0.004219	0.048330	0.046490	0.056995	0.033872	-0.046081	0.024985	-0.017777	-0.085757	0.049817	-0.018272	0.038115	0.013138	0.015670	0.022035	-0.086728	0.062641	0.004433	-0.055367
projid50301963	0.026383	0.069860	0.053996	0.067270	0.029647	-0.040448	-0.066354	-0.071538	-0.061478	-0.001749	-0.026143	0.017307	-0.013288	-0.057498	-0.057822	-0.033787	0.028581	-0.013767	-0.064990
projid50302004	0.019925	0.097343	0.079679	0.106825	0.035902	-0.059702	-0.059554	-0.105969	-0.065110	0.009709	-0.003575	0.027399	-0.034218	-0.042581	-0.042380	-0.064013	0.025762	-0.037639	-0.083807
projid50302266	-0.023835	-0.038858	0.002424	-0.032604	-0.012670	0.009291	0.023741	0.042472	0.035162	0.033837	0.083268	0.005565	-0.001565	0.023239	0.007022	0.010468	-0.043476	0.083442	0.046029
projid50302428	0.081326	-0.009953	-0.049184	-0.012960	-0.035428	0.057611	0.009143	-0.022312	0.048093	-0.079174	-0.050947	-0.053329	0.026134	0.079991	-0.004562	0.049312	-0.009044	-0.003594	0.004921
projid50302554	-0.028616	0.062799	0.079848	0.089129	0.035895	-0.066512	0.013870	-0.070272	-0.060169	0.050689	0.019852	0.061276	-0.031595	0.024632	0.025320	-0.027282	-0.014439	0.014323	-0.063309
projid50302978	0.004531	0.068647	0.068737	-0.015106	0.048054	-0.053851	-0.035538	-0.061294	-0.119336	0.010328	-0.003545	0.020749	-0.164921	-0.075476	-0.054204	-0.018462	-0.009109	-0.063797	-0.077395
projid50303145	0.065341	0.043877	0.006284	0.003994	0.024052	0.011830	-0.062431	-0.027744	-0.016197	-0.013545	0.031576	-0.000042	-0.073840	-0.051376	-0.066010	-0.009853	-0.081974	-0.011323	-0.039117
projid50305165	-0.013435	0.025616	0.034454	-0.000204	0.016033	-0.009719	-0.011220	-0.007933	-0.030205	0.031147	0.031062	0.025160	-0.010668	0.007361	0.003968	0.003637	-0.003954	-0.010999	-0.000007
projid50400385	0.062359	-0.004532	-0.001579	-0.002881	-0.028549	0.021260	0.048200	-0.014728	0.012687	-0.055180	-0.046725	-0.051664	0.043372	-0.061746	0.067458	0.021545	0.020013	0.018381	-0.003970
projid50400709	0.011313	0.047643	0.023218	0.063878	0.052929	-0.022560	-0.010456	-0.022084	-0.044447	0.020365	0.015967	0.043758	0.033816	0.002156	-0.006089	0.025023	-0.011065	0.015590	-0.055930
projid50400835	0.013793	0.032132	0.035387	0.029386	-0.008974	-0.033090	-0.004229	-0.048123	-0.021518	-0.018117	-0.019468	-0.012276	-0.000869	-0.019809	0.003400	-0.074996	0.051292	-0.010215	-0.035644
projid50401002	0.006705	-0.043731	-0.053480	-0.059675	-0.029728	0.054333	0.002210	0.083112	0.040279	-0.005043	-0.012660	-0.017485	-0.016083	-0.039204	0.003436	-0.026188	-0.072907	0.018127	0.059292
projid50401264	-0.072067	-0.013004	0.012179	0.001283	-0.010795	-0.021728	-0.009569	-0.000655	0.018837	0.017678	-0.005393	0.007886	0.000516	0.036230	0.006254	0.114604	-0.028134	-0.010571	0.027216
projid50402017	0.043877	0.039316	0.008592	0.042093	0.019866	-0.011239	-0.067352	-0.050592	0.010083	-0.037578	0.012115	-0.001913	0.013439	-0.009557	-0.066339	0.036413	0.001982	-0.032867	-0.037138
projid50402567	-0.012290	0.014071	-0.019173	0.033286	0.066782	0.013338	-0.031318	0.027960	-0.012975	0.053110	0.040504	0.071097	-0.004184	0.006317	-0.069839	-0.096658	-0.060535	-0.018162	-0.023482
projid50402729	-0.004477	-0.032803	0.004833	-0.040107	-0.052116	0.029692	0.076524	0.050819	0.002165	-0.003331	-0.017572	-0.033436	0.000818	-0.046909	0.078548	-0.005492	0.074156	0.087471	0.057168
projid50403446	0.067232	-0.078441	-0.070571	-0.078535	-0.090590	0.125122	0.080238	0.093908	0.065427	-0.068573	-0.041856	-0.082930	0.134390	-0.028306	0.057342	0.022481	0.036670	0.072091	0.090002
projid50403860	-0.001143	0.005685	0.030734	-0.046920	-0.054439	-0.000468	-0.025205	-0.018490	0.019153	-0.034002	-0.022223	-0.077130	0.019266	-0.049008	0.018471	0.002874	-0.017324	0.009896	0.026590
projid50404163	-0.042249	0.051807	0.073316	0.064619	0.037353	-0.054233	-0.046088	-0.025248	-0.052894	0.050950	0.046561	0.054553	0.033355	-0.001442	-0.004535	-0.019990	-0.001037	0.010252	-0.021792
projid50404299	-0.033299	0.031628	0.042930	0.001096	0.069661	-0.032266	-0.073604	-0.001640	-0.063994	0.071882	0.085998	0.067929	-0.017410	0.001669	-0.079831	-0.031708	-0.048218	-0.052259	-0.029345
projid50404749	0.033428	-0.001506	-0.004501	0.007471	-0.015182	0.033507	0.027785	0.022382	-0.000501	-0.018614	-0.017522	-0.009238	-0.003720	-0.012348	0.021356	0.000452	-0.020383	0.061768	0.010384
projid50405042	-0.003721	0.038136	0.052402	0.008576	0.058511	-0.025398	-0.063260	-0.001067	-0.065024	0.053795	0.055053	0.044826	-0.035757	-0.047304	-0.052653	-0.033216	-0.059356	-0.041294	-0.033146
projid50405330	-0.020439	0.009401	0.019986	0.014838	0.007360	-0.008012	-0.029401	0.005365	-0.025918	0.015827	-0.005944	0.019054	0.021054	-0.003454	-0.011617	0.010102	-0.040970	0.002815	-0.000615
projid50406057	0.068132	0.027861	0.009785	0.035335	-0.040405	-0.001083	0.004512	-0.075632	0.010525	-0.089124	-0.093571	-0.065746	0.039726	0.021393	0.022192	0.033218	0.075302	-0.021257	-0.038445
projid50409370	-0.043345	-0.031127	-0.013054	-0.002962	-0.019456	-0.024393	0.069737	0.023099	0.018191	0.000001	-0.021770	0.003569	-0.005360	-0.000914	0.088092	0.048557	0.045299	-0.072377	0.024947
projid50409532	0.012544	-0.043149	-0.019521	-0.040745	-0.004405	0.044721	0.114913	0.106077	-0.033186	0.046121	0.039266	0.018016	0.037080	-0.002648	0.069897	-0.004183	0.029316	0.122992	0.039854
projid50410283	-0.037639	-0.031386	0.017633	0.010045	-0.007476	-0.016966	0.037480	0.024367	-0.013503	0.028835	-0.008353	0.025891	0.037154	0.039763	0.058648	0.032155	0.013229	0.026293	0.029264
projid50410319	0.125407	-0.013499	-0.077372	-0.036926	-0.005631	0.060307	-0.023728	0.000160	0.063044	-0.084163	-0.048118	-0.049766	-0.002654	-0.053235	-0.037974	0.008976	-0.012251	-0.070465	-0.017459
projid50500136	-0.075133	-0.050328	0.005376	-0.014869	-0.021863	0.002420	-0.016080	0.049897	-0.008784	0.041902	-0.024792	0.017409	-0.006638	0.065689	-0.024235	0.007805	-0.047090	0.017356	0.046644
projid51400993	-0.010071	0.072949	0.042574	0.007540	0.110887	-0.046471	-0.044835	-0.033414	-0.084956	0.061939	0.127426	0.073169	-0.042371	-0.018243	-0.020364	-0.149335	-0.021392	-0.023443	-0.064506
projid51624179	-0.009812	0.053701	0.057089	0.087288	0.068063	-0.057922	-0.091921	-0.079690	-0.048880	0.042001	0.043667	0.063111	-0.046117	0.016041	-0.093290	0.039589	-0.001855	-0.080554	-0.085997
projid51815338	0.077992	0.000022	-0.080854	-0.024931	0.007851	0.033769	-0.015133	0.008103	0.051240	-0.038523	-0.026986	-0.003185	0.046253	0.043139	-0.029766	-0.022332	-0.013310	-0.025545	-0.017115
projid52311825	0.048794	-0.029723	-0.027883	0.021137	-0.016981	0.048126	0.048122	0.027705	0.010532	-0.006802	-0.021688	0.008760	0.086168	-0.004125	0.032824	-0.044044	-0.022324	0.072837	0.014812
projid52509923	-0.039739	0.032006	0.016779	0.049899	0.027532	-0.037021	-0.003602	-0.015666	-0.036361	0.030733	0.007340	0.032114	-0.078086	-0.007883	-0.009848	-0.056843	-0.009754	0.027309	-0.019456
projid53772202	-0.043684	-0.067542	-0.096101	-0.081175	-0.045956	0.021579	-0.005820	0.016712	0.135892	-0.054791	-0.023827	-0.049626	0.011456	0.155310	-0.004793	0.097374	-0.005805	-0.026071	0.079165
projid54122640	-0.003236	0.055011	0.042661	0.044661	0.030845	-0.056833	-0.011354	-0.059840	-0.044103	-0.005157	-0.014728	0.015579	-0.031741	-0.032669	0.015717	0.028390	0.023245	-0.001304	-0.060634
projid54458919	-0.104376	-0.074699	-0.007653	-0.019484	-0.056116	-0.031285	0.042204	0.031324	0.036433	0.033000	-0.000669	-0.012509	0.043397	0.036248	0.046768	0.099259	-0.034612	0.003769	0.070242
projid56102646	0.029946	-0.032176	-0.036784	-0.023333	-0.034504	0.032325	0.082668	0.040169	0.013296	-0.005887	-0.043046	-0.035847	0.065102	-0.083918	0.054324	-0.050418	0.080251	0.022297	0.013792
projid5689621	0.027715	0.080775	0.048907	0.072866	0.053282	-0.051407	-0.059047	-0.085152	-0.053230	-0.022964	-0.021402	0.013650	-0.023690	-0.088451	-0.064736	-0.002905	0.047167	-0.079824	-0.103346
projid5779736	-0.038214	-0.003717	0.015061	0.068377	0.011897	-0.016012	0.017332	0.005981	-0.036380	0.056656	0.000712	0.042729	0.013670	-0.070361	-0.017437	0.004088	0.047984	0.006260	-0.018364
projid57978756	-0.039595	0.004497	0.014196	0.036438	0.032967	-0.020193	-0.057367	-0.006846	0.020504	0.010883	0.057398	0.033616	-0.012759	0.007385	-0.049849	-0.069170	-0.030799	-0.086566	-0.002456
projid60725338	-0.033340	0.004771	0.010272	-0.015250	-0.008861	0.006755	0.028583	0.038687	-0.002963	0.008575	0.018472	-0.002340	0.054939	0.005801	0.039875	0.014609	0.027959	0.063492	0.035794
projid60747316	0.024098	-0.048892	-0.043856	-0.055804	-0.074013	0.047127	0.081239	0.026368	0.042233	-0.059345	-0.078811	-0.071481	-0.033280	0.013985	0.072042	0.028367	-0.001951	0.034522	0.044167
projid60848460	0.030954	0.093849	0.018709	0.071615	0.117424	-0.042400	-0.043981	-0.051351	-0.072326	0.041545	0.068835	0.094918	-0.030535	-0.020427	-0.057104	-0.046941	-0.004156	-0.035578	-0.102380
projid61029627	-0.029585	0.007512	0.009597	0.000519	-0.015639	-0.026633	0.026846	0.000897	0.000074	-0.009732	-0.021087	-0.010582	0.009828	0.078985	0.030464	0.028633	0.031151	0.036257	0.014972
projid6107196	0.025297	0.059750	0.034083	0.062633	0.058219	-0.027815	-0.057762	-0.039631	-0.064791	0.040596	-0.006412	0.048800	-0.025430	-0.025184	-0.092654	-0.021737	0.034543	-0.043736	-0.074383
projid61142759	0.039744	0.020842	-0.003789	-0.000056	-0.005224	0.014538	-0.052337	-0.024360	0.017987	-0.036479	-0.010815	-0.021442	0.004979	0.002987	-0.051321	0.030663	-0.067236	-0.013985	-0.011293
projid61344957	-0.113145	0.021850	0.090620	0.114412	0.051579	-0.111654	-0.031886	-0.059346	-0.064068	0.114475	0.051267	0.101860	-0.001349	0.045640	-0.014160	-0.017018	-0.041564	-0.070078	-0.050768
projid62367972	0.127634	-0.064870	-0.123186	-0.060069	-0.048143	0.103501	0.024680	0.024395	0.100103	-0.114965	-0.057515	-0.058503	0.065745	-0.003774	-0.011983	0.001873	-0.067079	0.001741	0.019015
projid62404688	-0.001442	0.003708	0.024854	-0.007434	-0.003612	-0.012338	-0.031365	-0.020879	0.006347	-0.018292	-0.017559	-0.009536	-0.017679	0.031925	-0.012275	0.044454	-0.023633	-0.024854	0.001145
projid62483327	-0.013091	-0.027828	0.000115	-0.030480	-0.055178	0.011798	0.050656	0.039975	-0.007880	0.011895	-0.056634	-0.031977	0.011271	0.038899	0.064754	0.057693	0.026403	0.053467	0.042716
projid63188799	0.016737	-0.013496	-0.035368	-0.016300	0.012297	0.032337	-0.006890	0.048530	0.003576	0.024340	0.044170	0.013078	-0.011533	0.002753	-0.004464	-0.028127	0.011485	0.044707	0.015034
projid64291829	0.015228	-0.006175	-0.063651	-0.035155	0.032211	0.007477	-0.014310	-0.000336	0.048278	-0.033679	-0.029542	-0.001273	-0.068470	0.126381	-0.027937	0.079211	0.003341	-0.088707	-0.013310
projid64358179	0.031889	0.062712	0.039851	0.092836	0.041188	-0.048118	-0.033039	-0.083379	-0.043814	-0.000409	-0.004301	0.052758	0.024858	-0.011477	-0.033344	-0.050518	0.030462	-0.002076	-0.082974
projid64493027	-0.014409	0.003554	-0.023581	-0.018354	0.055666	0.012082	-0.036516	0.017647	-0.001057	-0.001380	0.029978	0.036466	-0.024159	0.023157	-0.051389	0.017160	-0.052843	-0.014090	-0.004643
projid65001607	-0.011976	0.034159	0.040110	0.011184	0.063097	-0.020767	0.009654	0.013617	-0.069773	0.065615	0.062377	0.057040	0.020930	-0.048139	0.013302	-0.086565	0.023033	-0.018640	-0.029439
projid65292866	0.030568	-0.037710	-0.070970	-0.070524	-0.032030	0.051165	0.056862	0.058602	0.041336	-0.035706	-0.016498	-0.050784	0.022310	0.065496	0.016616	-0.003383	0.043174	0.071791	0.036753
projid65652206	-0.019557	0.050742	0.023103	0.025299	0.075116	-0.036675	-0.044357	-0.032404	-0.054094	0.036513	0.045026	0.049283	-0.087542	-0.078312	-0.058811	-0.079699	-0.043463	-0.024410	-0.056858
projid65736039	-0.037372	0.048289	0.060495	0.036187	0.050278	-0.051568	0.006679	-0.030524	-0.069510	0.061884	0.060576	0.048663	-0.034578	-0.024859	0.003287	-0.063624	0.020538	0.022431	-0.048002
projid66406040	-0.000110	0.023060	0.071980	0.016755	-0.023129	-0.073983	-0.001229	-0.062797	-0.026363	-0.026858	-0.031380	-0.036355	-0.009065	-0.044651	0.046361	0.010129	-0.002093	0.003004	-0.025337
projid66754397	0.036009	-0.040097	-0.083988	0.011197	-0.006036	0.062675	0.028955	0.005955	0.064740	-0.065794	-0.040427	-0.016858	0.003714	-0.008259	-0.031292	0.007244	0.078141	-0.040270	-0.007168
projid66924745	0.008317	0.019704	0.024161	0.016168	0.026375	-0.013845	-0.025971	-0.016144	-0.024871	0.029158	0.038577	0.025859	0.041572	-0.041256	-0.024216	0.006298	-0.030664	-0.025362	-0.023569
projid67185070	0.010916	0.031639	0.035855	0.015020	0.015314	-0.021935	-0.039644	-0.025903	-0.021854	0.028415	0.034711	0.016192	0.020466	-0.016087	-0.017827	0.028209	-0.076461	-0.009756	-0.026780
projid67429065	0.007128	0.046376	0.035933	0.046681	0.027883	-0.019868	-0.038424	-0.043910	-0.004222	-0.010172	0.013132	0.019285	-0.015978	0.011325	-0.017293	-0.117752	-0.044551	0.034013	-0.027842
projid68015667	0.031737	0.048641	0.015322	0.026424	0.041282	-0.013149	-0.044942	-0.045198	-0.007458	-0.027308	0.028569	0.011099	0.003596	-0.024816	-0.025696	0.023853	0.007732	-0.023451	-0.042572
projid68745332	0.021559	0.018895	0.005819	0.046086	-0.011368	0.001029	0.040288	-0.025064	-0.011005	-0.018276	-0.016035	0.002240	0.027096	0.022220	0.039604	0.052052	0.030570	0.062816	-0.016551
projid69982533	0.082220	-0.057340	-0.106271	-0.020080	-0.032004	0.088219	-0.002243	0.019393	0.083156	-0.079500	-0.045854	-0.047600	0.045730	0.051423	-0.040771	-0.012377	-0.003884	-0.034861	0.011611
projid70816595	0.063313	-0.091929	-0.109620	-0.133135	-0.122686	0.124889	0.117890	0.103755	0.081936	-0.089561	-0.090662	-0.124181	0.009383	-0.015317	0.088967	0.029011	0.041175	0.077761	0.103907
projid70883578	-0.048756	0.056772	0.039686	0.059807	0.042102	-0.093261	-0.070869	-0.094685	-0.024815	0.012276	-0.048029	0.031250	-0.058979	0.069867	-0.064880	0.031096	-0.022769	-0.142092	-0.062935
projid70917649	-0.005403	0.029431	0.016131	-0.008962	0.049832	-0.011504	-0.072008	-0.007401	-0.031485	0.033363	0.043613	0.039995	0.012356	-0.041856	-0.074473	0.014188	-0.063259	-0.066281	-0.019578
projid71626373	0.011042	-0.013502	-0.020402	0.009147	-0.005376	0.029372	0.028078	0.005563	0.013278	-0.019822	0.006547	-0.000742	0.022149	0.018275	0.000074	0.013933	0.064379	0.002941	0.002977
projid71727427	0.020177	0.001883	0.009369	-0.005523	-0.019362	0.011902	-0.008657	-0.005719	-0.000618	-0.009382	-0.013205	-0.012182	0.038248	0.006131	0.010086	0.045668	-0.043584	0.019503	0.004496
projid72188804	0.036596	-0.016519	-0.011524	-0.021933	-0.035953	0.037601	0.027127	0.015228	0.006067	-0.024184	-0.043273	-0.033307	-0.022526	-0.041945	0.023768	0.010307	0.005538	0.030569	0.017127
projid7253015	0.007342	-0.035346	-0.021752	-0.032886	-0.057568	0.039587	0.041680	0.047752	0.008317	-0.014891	-0.050152	-0.041937	-0.007629	0.002241	0.034065	0.029506	-0.019979	0.082009	0.045046
projid72650337	0.031285	0.044334	0.053028	0.023975	-0.005054	-0.024279	-0.047835	-0.054455	-0.023112	-0.019108	-0.028182	-0.019954	-0.019052	-0.035645	-0.035962	0.020098	-0.006215	-0.018707	-0.047038
projid7287209	-0.008650	0.016147	0.018946	0.023358	0.026409	-0.021597	-0.046720	0.002224	-0.028620	0.026362	0.007872	0.031535	-0.007936	-0.047458	-0.054027	0.000733	-0.006064	-0.023161	-0.019991
projid7311370	-0.010558	0.001705	0.003338	0.009427	-0.011756	-0.009241	-0.006019	-0.012450	0.023779	-0.011861	0.012966	-0.001901	0.034748	0.057889	0.007176	0.066827	-0.040003	0.027394	0.012784
projid73549281	-0.079414	-0.109538	-0.005088	-0.062539	-0.088759	0.019872	0.033047	0.098460	0.027603	0.042959	-0.018344	-0.021038	0.006685	0.000354	0.044500	0.018854	-0.027253	0.036344	0.118056
projid74753465	-0.007396	-0.129475	-0.071880	-0.128793	-0.171607	0.067300	0.076102	0.057551	0.118378	-0.070543	-0.054236	-0.157861	0.063327	0.049013	0.056493	-0.017013	0.081621	0.054925	0.135633
projid75990666	-0.041431	-0.064091	-0.030068	-0.021342	-0.072942	0.016882	0.077782	0.035219	0.044896	-0.030725	-0.065881	-0.049927	0.038606	0.015893	0.071712	0.030527	0.038570	0.023122	0.063378
projid76867532	-0.025949	-0.046211	-0.023031	-0.018929	-0.029880	0.011692	0.037224	0.056318	0.019229	0.002331	-0.016268	-0.011716	0.075945	-0.034987	0.029012	0.046134	0.046708	0.067024	0.045585
projid77143621	0.007968	-0.007993	-0.009071	-0.007212	-0.011855	0.010506	0.000881	0.026005	-0.009156	0.002429	-0.038858	-0.001720	-0.064721	0.027642	0.005798	0.036949	-0.003287	0.016374	0.005439
projid77239958	0.018939	0.027213	0.038803	-0.008121	-0.028057	-0.029290	-0.020361	-0.042468	0.008220	-0.028390	0.004584	-0.035866	-0.012726	-0.039821	0.008597	-0.074939	-0.031370	0.042041	-0.002137
projid77330002	-0.037000	0.010879	0.059869	0.027649	-0.008974	-0.057754	-0.010771	-0.022653	-0.048080	0.037558	-0.022104	0.017364	-0.041229	0.030925	0.001844	-0.012216	0.081701	-0.004491	-0.013192
projid77891596	-0.108216	-0.110581	-0.055813	-0.056982	-0.087507	0.015923	0.032542	0.062014	0.081808	0.004115	-0.050322	-0.034404	0.049451	0.076052	0.037331	0.037707	-0.022800	-0.017694	0.108517
projid78452313	0.075910	0.034827	-0.049164	0.013133	0.063718	0.045046	-0.035725	-0.002895	0.015741	-0.027943	0.012772	0.032533	0.040949	-0.026115	-0.082785	-0.039735	-0.018388	0.010196	-0.061743
projid8109170	-0.011315	0.058083	0.057055	0.047383	0.028018	-0.030752	-0.029874	-0.040866	-0.035606	0.005596	0.047923	0.016174	-0.009014	-0.082313	-0.009140	-0.069893	0.020356	-0.005168	-0.032509
projid8132197	-0.127436	-0.053178	0.023549	-0.007646	-0.021002	-0.048073	0.046694	0.039119	0.029494	0.079139	0.036658	0.021184	-0.004847	0.118706	0.070502	-0.027621	0.011087	0.011603	0.060129
